Name,Year,Innings,Runs,Balls,Outs,Avg,SR,HS,50,100,4s,6s,Dot %,Team
PAWAN NEGI,2018,2,3,5,2,1.5,60,3,0,0,0,0,40,Kolkata Knight Ride
PAWAN NEGI,2019,4,9,12,4,2.2,75,5,0,0,1,0,58.3,Kolkata Knight Ride
MANAN VOHRA,2013,10,161,117,8,20.1,137.6,43,0,0,22,2,36.8,Rajasthan Royals
MANAN VOHRA,2014,13,473,337,13,36.4,140.4,67,2,0,47,20,43,Rajasthan Royals
MANAN VOHRA,2015,7,82,81,7,11.7,101.2,39,0,0,4,5,53.1,Rajasthan Royals
MANAN VOHRA,2016,7,161,131,7,23,122.9,51,1,0,19,3,44.3,Rajasthan Royals
MANAN VOHRA,2017,9,229,159,9,25.4,144,95,1,0,23,9,37.7,Rajasthan Royals
MANAN VOHRA,2018,4,55,47,4,13.8,117,45,0,0,2,4,46.8,Rajasthan Royals
RIYAN PARAG,2019,5,160,126,5,32,127,50,1,0,17,5,38.1,Rajasthan Royals
RIYAN PARAG,2020,8,86,77,7,12.3,111.7,42,0,0,6,3,37.7,Rajasthan Royals
RIYAN PARAG,2021,3,152,120,1,152,126.7,77,2,0,9,8,33.3,Rajasthan Royals
YASHASVI JAISWAL,2019,5,160,126,5,32,127,50,1,0,17,5,38.1,Rajasthan Royals
YASHASVI JAISWAL,2020,8,86,77,7,12.3,111.7,42,0,0,6,3,37.7,Rajasthan Royals
YASHASVI JAISWAL,2021,3,152,120,1,152,126.7,77,2,0,9,8,33.3,Rajasthan Royals
DAVID MILLER,2012,8,165,130,4,41.2,126.9,39,0,0,11,6,30.8,Rajasthan Royals
DAVID MILLER,2013,15,459,300,10,45.9,153,101,3,1,31,25,28.7,Rajasthan Royals
DAVID MILLER,2014,21,570,382,12,47.5,149.2,66,3,0,46,25,30.6,Rajasthan Royals
DAVID MILLER,2015,13,357,266,11,32.5,134.2,89,2,0,21,21,36.8,Rajasthan Royals
DAVID MILLER,2016,21,288,241,16,18,119.5,33,0,0,22,8,34.9,Rajasthan Royals
DAVID MILLER,2017,8,198,157,6,33,126.1,48,0,0,16,9,37.6,Rajasthan Royals
DAVID MILLER,2018,24,539,357,17,31.7,151,72,2,0,34,31,29.4,Rajasthan Royals
DAVID MILLER,2019,19,442,350,14,31.6,126.3,59,2,0,27,20,31.1,Rajasthan Royals
DAVID MILLER,2020,8,150,108,7,21.4,138.9,90,1,0,9,7,29.6,Rajasthan Royals
LIAM LIVINGSTONE,2015,12,137,120,11,12.5,114.2,27,0,0,11,6,45,Rajasthan Royals
LIAM LIVINGSTONE,2016,11,247,171,9,27.4,144.4,55,1,0,16,12,29.8,Rajasthan Royals
LIAM LIVINGSTONE,2017,12,345,253,12,28.8,136.4,61,1,0,28,15,35.2,Rajasthan Royals
LIAM LIVINGSTONE,2018,6,283,142,6,47.2,199.3,100,1,1,30,17,31.7,Rajasthan Royals
LIAM LIVINGSTONE,2019,38,972,710,36,27,136.9,82,7,0,66,58,37,Rajasthan Royals
LIAM LIVINGSTONE,2020,26,655,477,24,27.3,137.3,79,5,0,41,38,36.1,Rajasthan Royals
LIAM LIVINGSTONE,2021,12,396,281,12,33,140.9,77,3,0,25,27,40.9,Rajasthan Royals
SANJU SAMSON,2013,16,398,329,13,30.6,121,63,4,0,41,10,37.7,Rajasthan Royals
SANJU SAMSON,2014,13,339,273,13,26.1,124.2,74,2,0,25,17,40.7,Rajasthan Royals
SANJU SAMSON,2015,11,204,163,10,20.4,125.2,76,1,0,16,8,40.5,Rajasthan Royals
SANJU SAMSON,2016,14,291,259,11,26.5,112.4,60,1,0,20,8,35.5,Rajasthan Royals
SANJU SAMSON,2017,14,386,273,14,27.6,141.4,102,2,1,32,19,36.3,Rajasthan Royals
SANJU SAMSON,2018,15,441,320,14,31.5,137.8,92,3,0,30,19,30.9,Rajasthan Royals
SANJU SAMSON,2019,11,342,230,10,34.2,148.7,102,0,1,28,13,27.8,Rajasthan Royals
SANJU SAMSON,2020,14,375,236,13,28.8,158.9,85,3,0,21,26,31.8,Rajasthan Royals
SANJU SAMSON,2021,4,121,79,4,30.2,153.2,51,1,0,14,6,40.5,Rajasthan Royals
JOS BUTTLER,2009,1,6,8,0,NA,75,6,0,0,0,0,37.5,Rajasthan Royals
JOS BUTTLER,2011,3,53,57,3,17.7,93,30,0,0,3,2,49.1,Rajasthan Royals
JOS BUTTLER,2013,12,295,182,10,29.5,162.1,61,1,0,18,16,23.6,Rajasthan Royals
JOS BUTTLER,2014,12,271,166,10,27.1,163.3,58,2,0,20,11,27.1,Rajasthan Royals
JOS BUTTLER,2015,4,161,97,3,53.7,166,71,2,0,12,10,30.9,Rajasthan Royals
JOS BUTTLER,2016,20,421,265,15,28.1,158.9,57,2,0,39,21,34,Rajasthan Royals
JOS BUTTLER,2017,39,1048,770,35,29.9,136.1,80,8,0,83,42,34.8,Rajasthan Royals
JOS BUTTLER,2018,22,873,566,19,45.9,154.2,95,8,0,81,37,30.7,Rajasthan Royals
JOS BUTTLER,2019,11,389,283,11,35.4,137.5,89,4,0,45,15,43.8,Rajasthan Royals
JOS BUTTLER,2020,12,328,227,10,32.8,144.5,70,2,0,27,16,37.4,Rajasthan Royals
BEN STOKES,2013,11,328,214,7,46.9,153.3,72,2,0,15,22,29,Rajasthan Royals
BEN STOKES,2014,7,107,87,6,17.8,123,49,0,0,12,4,47.1,Rajasthan Royals
BEN STOKES,2015,6,187,123,6,31.2,152,77,1,0,13,11,35.8,Rajasthan Royals
BEN STOKES,2016,5,91,60,5,18.2,151.7,56,1,0,11,3,35,Rajasthan Royals
BEN STOKES,2017,14,449,297,13,34.5,151.2,103,2,1,32,23,29.3,Rajasthan Royals
BEN STOKES,2018,16,373,289,15,24.9,129.1,90,1,0,33,12,36,Rajasthan Royals
BEN STOKES,2019,9,123,99,6,20.5,124.2,46,0,0,8,4,33.3,Rajasthan Royals
BEN STOKES,2020,8,285,200,7,40.7,142.5,107,1,1,36,7,39,Rajasthan Royals
MAHIPAL LOMROR,2018,2,20,21,1,20,95.2,11,0,0,1,0,38.1,Rajasthan Royals
MAHIPAL LOMROR,2019,1,8,3,1,8,266.7,8,0,0,2,0,33.3,Rajasthan Royals
MAHIPAL LOMROR,2020,3,59,54,3,19.7,109.3,47,0,0,2,3,35.2,Rajasthan Royals
MAHIPAL LOMROR,2021,5,170,101,3,56.7,168.3,78,2,0,11,10,24.8,Rajasthan Royals
RAHUL TEWATIA,2014,1,16,13,1,16,123.1,16,0,0,0,1,38.5,Rajasthan Royals
RAHUL TEWATIA,2017,2,19,11,1,19,172.7,15,0,0,4,0,36.4,Rajasthan Royals
RAHUL TEWATIA,2018,5,50,43,3,16.7,116.3,24,0,0,5,1,37.2,Rajasthan Royals
RAHUL TEWATIA,2019,4,26,22,1,26,118.2,11,0,0,2,1,36.4,Rajasthan Royals
RAHUL TEWATIA,2020,11,255,183,6,42.5,139.3,53,1,0,13,17,35.5,Rajasthan Royals
RAHUL TEWATIA,2021,3,82,52,1,82,157.7,41,0,0,7,4,25,Rajasthan Royals
CHRIS MORRIS,2012,4,34,25,1,34,136,14,0,0,2,1,12,Rajasthan Royals
CHRIS MORRIS,2013,7,40,33,2,20,121.2,26,0,0,3,0,27.3,Rajasthan Royals
CHRIS MORRIS,2015,7,76,46,2,38,165.2,34,0,0,3,5,19.6,Rajasthan Royals
CHRIS MORRIS,2016,13,291,185,8,36.4,157.3,82,1,0,19,16,27,Rajasthan Royals
CHRIS MORRIS,2017,8,154,94,5,30.8,163.8,52,1,0,15,6,23.4,Rajasthan Royals
CHRIS MORRIS,2018,9,121,78,5,24.2,155.1,27,0,0,7,7,25.6,Rajasthan Royals
CHRIS MORRIS,2019,24,243,185,17,14.3,131.4,42,0,0,14,12,32.4,Rajasthan Royals
CHRIS MORRIS,2020,15,143,93,12,11.9,153.8,25,0,0,11,7,32.3,Rajasthan Royals
SHREYAS GOPAL,2014,2,35,22,2,17.5,159.1,24,0,0,3,1,13.6,Rajasthan Royals
SHREYAS GOPAL,2015,1,1,1,0,NA,100,1,0,0,0,0,0,Rajasthan Royals
SHREYAS GOPAL,2016,1,2,16,1,2,12.5,2,0,0,0,0,87.5,Rajasthan Royals
SHREYAS GOPAL,2018,4,50,45,3,16.7,111.1,24,0,0,5,0,33.3,Rajasthan Royals
SHREYAS GOPAL,2019,7,63,46,4,15.8,137,19,0,0,8,1,34.8,Rajasthan Royals
SHREYAS GOPAL,2020,5,37,39,4,9.2,94.9,23,0,0,3,0,33.3,Rajasthan Royals
SHREYAS GOPAL,2021,1,13,11,1,13,118.2,13,0,0,2,0,45.5,Rajasthan Royals
SHIVAM DUBE,2019,4,40,33,3,13.3,121.2,24,0,0,1,3,36.4,Rajasthan Royals
SHIVAM DUBE,2020,9,129,105,7,18.4,122.9,27,0,0,5,9,41,Rajasthan Royals
SHIVAM DUBE,2021,4,161,107,3,53.7,150.5,63,1,0,10,10,29.9,Rajasthan Royals
RUTURAJ GAIKWAD,2020,6,204,169,4,51,120.7,72,3,0,16,6,33.7,Chennai Super Kings
AMBATI RAYUDU,2010,18,404,290,17,23.8,139.3,55,2,0,35,15,30.7,Chennai Super Kings
AMBATI RAYUDU,2011,22,485,455,20,24.2,106.6,63,4,0,52,10,42,Chennai Super Kings
AMBATI RAYUDU,2012,19,359,274,13,27.6,131,81,2,0,24,14,30.3,Chennai Super Kings
AMBATI RAYUDU,2013,19,311,263,17,18.3,118.3,37,0,0,26,6,31.6,Chennai Super Kings
AMBATI RAYUDU,2014,16,370,305,16,23.1,121.3,68,2,0,31,8,32.5,Chennai Super Kings
AMBATI RAYUDU,2015,14,281,193,9,31.2,145.6,53,1,0,18,16,30.6,Chennai Super Kings
AMBATI RAYUDU,2016,12,334,278,11,30.4,120.1,65,2,0,28,12,36.3,Chennai Super Kings
AMBATI RAYUDU,2017,5,91,78,5,18.2,116.7,63,1,0,7,3,35.9,Chennai Super Kings
AMBATI RAYUDU,2018,16,602,402,14,43,149.8,100,3,1,53,34,34.1,Chennai Super Kings
AMBATI RAYUDU,2019,17,282,303,12,23.5,93.1,57,1,0,20,7,42.6,Chennai Super Kings
AMBATI RAYUDU,2020,11,359,282,9,39.9,127.3,71,1,0,30,12,32.3,Chennai Super Kings
AMBATI RAYUDU,2021,3,64,36,2,32,177.8,62,1,0,5,5,36.1,Chennai Super Kings
FAF DU PLESSIS,2012,17,533,403,17,31.4,132.3,73,4,0,42,21,35.7,Chennai Super Kings
FAF DU PLESSIS,2014,15,393,303,14,28.1,129.7,54,2,0,35,9,28.1,Chennai Super Kings
FAF DU PLESSIS,2015,15,380,304,13,29.2,125,55,1,0,37,5,29.9,Chennai Super Kings
FAF DU PLESSIS,2016,16,385,342,16,24.1,112.6,69,2,0,29,13,39.5,Chennai Super Kings
FAF DU PLESSIS,2017,1,8,7,1,8,114.3,8,0,0,1,0,28.6,Chennai Super Kings
FAF DU PLESSIS,2018,14,480,332,11,43.6,144.6,76,5,0,50,13,30.7,Chennai Super Kings
FAF DU PLESSIS,2019,27,810,604,24,33.8,134.1,96,6,0,63,38,34.4,Chennai Super Kings
FAF DU PLESSIS,2020,14,480,344,12,40,139.5,87,4,0,43,15,30.2,Chennai Super Kings
FAF DU PLESSIS,2021,3,71,54,3,23.7,131.5,37,0,0,8,1,38.9,Chennai Super Kings
SURESH RAINA,2008,14,421,296,11,38.3,142.2,55,3,0,35,18,30.4,Chennai Super Kings
SURESH RAINA,2009,14,434,308,14,31,140.9,98,2,0,37,21,36,Chennai Super Kings
SURESH RAINA,2010,22,723,485,16,45.2,149.1,94,6,0,58,34,29.7,Chennai Super Kings
SURESH RAINA,2011,20,506,387,18,28.1,130.7,73,4,0,44,18,35.4,Chennai Super Kings
SURESH RAINA,2012,22,557,411,21,26.5,135.5,73,2,0,48,23,36.3,Chennai Super Kings
SURESH RAINA,2013,22,769,517,18,42.7,148.7,100,5,1,72,24,27.3,Chennai Super Kings
SURESH RAINA,2014,21,757,494,17,44.5,153.2,109,6,1,65,35,32.4,Chennai Super Kings
SURESH RAINA,2015,17,374,305,15,24.9,122.6,62,2,0,31,16,41,Chennai Super Kings
SURESH RAINA,2016,15,399,312,14,28.5,127.9,75,3,0,39,10,32.7,Chennai Super Kings
SURESH RAINA,2017,14,442,307,11,40.2,144,84,3,0,42,13,25.7,Chennai Super Kings
SURESH RAINA,2018,15,445,336,12,37.1,132.4,75,4,0,46,12,31.5,Chennai Super Kings
SURESH RAINA,2019,17,383,314,16,23.9,122,59,3,0,45,9,37.9,Chennai Super Kings
CHETESHWAR PUJARA,2010,6,122,115,4,30.5,106.1,45,0,0,14,3,45.2,Chennai Super Kings
CHETESHWAR PUJARA,2011,3,34,31,3,11.3,109.7,25,0,0,4,0,32.3,Chennai Super Kings
CHETESHWAR PUJARA,2012,3,17,22,3,5.7,77.3,11,0,0,1,1,68.2,Chennai Super Kings
CHETESHWAR PUJARA,2013,4,92,99,4,23,92.9,51,1,0,14,0,53.5,Chennai Super Kings
CHETESHWAR PUJARA,2014,6,125,124,5,25,100.8,40,0,0,17,0,46.8,Chennai Super Kings
MS DHONI,2008,14,414,310,10,41.4,133.5,65,2,0,38,15,37.1,Chennai Super Kings
MS DHONI,2009,13,332,261,8,41.5,127.2,58,2,0,22,9,25.3,Chennai Super Kings
MS DHONI,2010,16,378,280,11,34.4,135,66,2,0,35,10,29.6,Chennai Super Kings
MS DHONI,2011,17,438,303,12,36.5,144.6,70,2,0,28,23,31.7,Chennai Super Kings
MS DHONI,2012,21,465,354,16,29.1,131.4,51,1,0,34,15,31.1,Chennai Super Kings
MS DHONI,2013,21,572,347,14,40.9,164.8,67,5,0,36,35,28.8,Chennai Super Kings
MS DHONI,2014,20,464,302,8,58,153.6,57,1,0,26,28,30.1,Chennai Super Kings
MS DHONI,2015,17,372,305,12,31,122,53,1,0,27,17,40.3,Chennai Super Kings
MS DHONI,2016,12,284,210,7,40.6,135.2,64,1,0,18,14,34.3,Chennai Super Kings
MS DHONI,2017,15,290,250,11,26.4,116,61,1,0,15,16,42,Chennai Super Kings
MS DHONI,2018,15,455,302,6,75.8,150.7,79,3,0,24,30,30.1,Chennai Super Kings
MS DHONI,2019,12,416,309,5,83.2,134.6,84,3,0,22,23,35.3,Chennai Super Kings
MS DHONI,2020,12,200,172,8,25,116.3,47,0,0,16,7,40.7,Chennai Super Kings
N JAGADEESAN,2020,2,33,29,2,16.5,113.8,33,0,0,4,0,34.5,Chennai Super Kings
N JAGADEESAN,2021,6,259,179,4,64.8,144.7,78,3,0,25,11,35.2,Chennai Super Kings
ROBIN UTHAPPA,2008,14,320,279,9,35.6,114.7,48,0,0,34,9,43.4,Chennai Super Kings
ROBIN UTHAPPA,2009,17,290,261,15,19.3,111.1,66,2,0,33,7,46,Chennai Super Kings
ROBIN UTHAPPA,2010,19,416,245,16,26,169.8,68,3,0,26,29,31,Chennai Super Kings
ROBIN UTHAPPA,2011,13,264,209,10,26.4,126.3,45,0,0,27,10,42.1,Chennai Super Kings
ROBIN UTHAPPA,2012,16,405,343,15,27,118.1,69,2,0,38,10,38.8,Chennai Super Kings
ROBIN UTHAPPA,2013,16,434,371,16,27.1,117,75,2,0,42,12,41.8,Chennai Super Kings
ROBIN UTHAPPA,2014,21,870,639,19,45.8,136.2,85,6,0,102,21,35.4,Chennai Super Kings
ROBIN UTHAPPA,2015,13,364,277,12,30.3,131.4,80,1,0,42,7,37.2,Chennai Super Kings
ROBIN UTHAPPA,2016,15,394,289,15,26.3,136.3,72,3,0,45,8,33.2,Chennai Super Kings
ROBIN UTHAPPA,2017,13,388,235,13,29.8,165.1,87,5,0,36,21,30.2,Chennai Super Kings
ROBIN UTHAPPA,2018,16,351,265,16,21.9,132.5,54,1,0,30,21,43.8,Chennai Super Kings
ROBIN UTHAPPA,2019,11,282,245,9,31.3,115.1,67,1,0,28,10,43.3,Chennai Super Kings
ROBIN UTHAPPA,2020,12,196,164,12,16.3,119.5,41,0,0,19,7,42.1,Chennai Super Kings
ROBIN UTHAPPA,2021,4,156,96,4,39,162.5,94,1,0,13,8,32.3,Chennai Super Kings
DWAYNE BRAVO,2008,7,178,134,6,29.7,132.8,64,1,0,19,5,37.3,Chennai Super Kings
DWAYNE BRAVO,2009,16,314,281,12,26.2,111.7,70,3,0,22,12,43.1,Chennai Super Kings
DWAYNE BRAVO,2010,10,112,82,9,12.4,136.6,29,0,0,10,6,42.7,Chennai Super Kings
DWAYNE BRAVO,2011,7,159,108,4,39.8,147.2,51,1,0,14,7,32.4,Chennai Super Kings
DWAYNE BRAVO,2012,25,548,409,15,36.5,134,48,0,0,31,28,35.2,Chennai Super Kings
DWAYNE BRAVO,2013,24,331,280,18,18.4,118.2,46,0,0,23,14,41.1,Chennai Super Kings
DWAYNE BRAVO,2014,15,379,288,11,34.5,131.6,67,2,0,25,21,37.8,Chennai Super Kings
DWAYNE BRAVO,2015,28,438,340,17,25.8,128.8,62,1,0,38,16,36.8,Chennai Super Kings
DWAYNE BRAVO,2016,53,753,580,38,19.8,129.8,66,2,0,46,34,34,Chennai Super Kings
DWAYNE BRAVO,2017,13,143,125,12,11.9,114.4,24,0,0,10,8,46.4,Chennai Super Kings
DWAYNE BRAVO,2018,44,737,482,28,26.3,152.9,68,1,0,40,55,36.3,Chennai Super Kings
DWAYNE BRAVO,2019,24,265,228,18,14.7,116.2,36,0,0,15,13,38.2,Chennai Super Kings
DWAYNE BRAVO,2020,5,24,12,2,12,200,7,0,0,2,1,16.7,Chennai Super Kings
MOEEN ALI,2013,14,319,228,14,22.8,139.9,85,2,0,32,14,38.6,Chennai Super Kings
MOEEN ALI,2014,4,101,67,4,25.2,150.7,41,0,0,11,4,37.3,Chennai Super Kings
MOEEN ALI,2015,7,248,144,7,35.4,172.2,90,2,0,36,10,40.3,Chennai Super Kings
MOEEN ALI,2016,2,49,39,2,24.5,125.6,40,0,0,5,1,38.5,Chennai Super Kings
MOEEN ALI,2018,12,411,236,12,34.2,174.2,115,2,1,41,24,32.2,Chennai Super Kings
MOEEN ALI,2019,19,623,376,15,41.5,165.7,121,4,1,46,48,36.7,Chennai Super Kings
MOEEN ALI,2020,12,150,122,11,13.6,123,65,1,0,14,5,41,Chennai Super Kings
RAVINDRA JADEJA,2008,9,135,103,7,19.3,131.1,36,0,0,11,6,39.8,Chennai Super Kings
RAVINDRA JADEJA,2009,13,295,266,11,26.8,110.9,42,0,0,21,6,34.6,Chennai Super Kings
RAVINDRA JADEJA,2011,12,283,228,9,31.4,124.1,47,0,0,20,14,37.7,Chennai Super Kings
RAVINDRA JADEJA,2012,18,231,184,16,14.4,125.5,48,0,0,15,11,36.4,Chennai Super Kings
RAVINDRA JADEJA,2013,17,206,147,11,18.7,140.1,38,0,0,17,6,28.6,Chennai Super Kings
RAVINDRA JADEJA,2014,13,257,165,5,51.4,155.8,44,0,0,18,12,24.2,Chennai Super Kings
RAVINDRA JADEJA,2015,11,132,126,7,18.9,104.8,24,0,0,7,3,33.3,Chennai Super Kings
RAVINDRA JADEJA,2016,15,191,177,9,21.2,107.9,36,0,0,14,4,36.7,Chennai Super Kings
RAVINDRA JADEJA,2017,10,158,113,4,39.5,139.8,28,0,0,13,4,25.7,Chennai Super Kings
RAVINDRA JADEJA,2018,8,89,74,5,17.8,120.3,27,0,0,3,4,31.1,Chennai Super Kings
RAVINDRA JADEJA,2019,9,106,88,3,35.3,120.5,31,0,0,7,4,38.6,Chennai Super Kings
RAVINDRA JADEJA,2020,11,232,135,5,46.4,171.9,50,1,0,22,11,27.4,Chennai Super Kings
MITCHELL SANTNER,2014,2,3,4,0,NA,75,3,0,0,0,0,50,Chennai Super Kings
MITCHELL SANTNER,2016,1,1,3,1,1,33.3,1,0,0,0,0,66.7,Chennai Super Kings
MITCHELL SANTNER,2017,12,239,199,12,19.9,120.1,38,0,0,14,13,42.2,Chennai Super Kings
MITCHELL SANTNER,2018,3,26,20,1,26,130,22,0,0,3,0,40,Chennai Super Kings
MITCHELL SANTNER,2019,6,107,74,4,26.8,144.6,26,0,0,6,7,35.1,Chennai Super Kings
MITCHELL SANTNER,2020,7,145,126,3,48.3,115.1,36,0,0,9,5,38.9,Chennai Super Kings
MITCHELL SANTNER,2021,5,73,50,4,18.2,146,39,0,0,4,4,32,Chennai Super Kings
SAM CURRAN,2015,4,36,42,1,36,85.7,17,0,0,1,1,33.3,Chennai Super Kings
SAM CURRAN,2016,10,134,133,10,13.4,100.8,32,0,0,12,3,44.4,Chennai Super Kings
SAM CURRAN,2017,15,183,143,14,13.1,128,50,1,0,13,8,35,Chennai Super Kings
SAM CURRAN,2018,7,125,84,5,25,148.8,48,0,0,13,4,28.6,Chennai Super Kings
SAM CURRAN,2019,16,314,208,11,28.5,151,55,3,0,37,12,38.5,Chennai Super Kings
SAM CURRAN,2020,11,186,141,8,23.2,131.9,52,1,0,12,12,41.8,Chennai Super Kings
KRISHNAPPA GOWTHAM,2018,13,126,64,9,14,196.9,33,0,0,9,9,31.2,Chennai Super Kings
KRISHNAPPA GOWTHAM,2019,4,18,19,3,6,94.7,9,0,0,1,1,52.6,Chennai Super Kings
KRISHNAPPA GOWTHAM,2020,2,42,27,1,42,155.6,22,0,0,3,2,33.3,Chennai Super Kings
