Name,Year,Innings,Overs,Runs,Wickets,Econ,Avg,SR,5W,BBI,Team,Category
BASIL THAMPI,2018,4,10.1,114,5,11.21,22.8,12.2,0,2/4,Sunrisers Hyderabad,BOWLER
BASIL THAMPI,2019,3,12,110,0,9.17,NA,NA,0,0/29,Sunrisers Hyderabad,BOWLER
BASIL THAMPI,2020,1,4,46,1,11.5,46,24,0,1/1,Sunrisers Hyderabad,BOWLER
BASIL THAMPI,2021,3,11.1,102,0,9.13,NA,NA,0,0/31,Sunrisers Hyderabad,BOWLER
THANGARASU NATARAJAN,2017,6,12.4,115,2,9.08,57.5,38,0,1/26,Sunrisers Hyderabad,BOWLER
THANGARASU NATARAJAN,2020,16,62.5,504,16,8.02,31.5,23.6,0,2/24,Sunrisers Hyderabad,BOWLER
RASHID KHAN,2016,8,32,194,13,6.06,14.9,14.8,0,3/13,Sunrisers Hyderabad,BOWLER
RASHID KHAN,2017,36,140.4,818,43,5.82,19,19.6,0,3/15,Sunrisers Hyderabad,BOWLER
RASHID KHAN,2018,43,168,1060,64,6.31,16.6,15.8,0,3/9,Sunrisers Hyderabad,BOWLER
RASHID KHAN,2019,38,147.5,1008,43,6.82,23.4,20.6,0,3/21,Sunrisers Hyderabad,BOWLER
RASHID KHAN,2020,42,162.2,1037,51,6.39,20.3,19.1,0,4/22,Sunrisers Hyderabad,BOWLER
RASHID KHAN,2021,6,24,136,9,5.67,15.1,16,0,3/18,Sunrisers Hyderabad,BOWLER
MITCHELL MARSH,2010,3,10,88,2,8.8,44,30,0,1/19,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2011,8,21.1,157,7,7.42,22.4,18.1,0,4/25,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2012,7,13,115,3,8.85,38.3,26,0,2/17,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2013,9,24.2,214,9,8.79,23.8,16.2,0,2/7,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2014,6,17,157,4,9.24,39.2,25.5,0,2/12,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2015,1,2,16,0,8,NA,NA,0,0/16,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2016,6,16,98,6,6.12,16.3,16,0,2/14,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2017,2,5,57,1,11.4,57,30,0,1/25,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2018,1,4,53,0,13.25,NA,NA,0,0/53,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2019,6,10,118,1,11.8,118,60,0,1/26,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2020,11,23.4,175,7,7.39,25,20.3,0,2/10,Sunrisers Hyderabad,ALL ROUNDER
MITCHELL MARSH,2021,3,5.3,46,2,8.36,23,16.5,0,1/12,Sunrisers Hyderabad,ALL ROUNDER
JASON HOLDER,2013,18,56.1,436,11,7.76,39.6,30.6,0,2/19,Sunrisers Hyderabad,ALL ROUNDER
JASON HOLDER,2014,15,48.4,352,10,7.23,35.2,29.2,0,4/27,Sunrisers Hyderabad,ALL ROUNDER
JASON HOLDER,2015,10,35,277,6,7.91,46.2,35,0,3/11,Sunrisers Hyderabad,ALL ROUNDER
JASON HOLDER,2016,4,13,103,2,7.92,51.5,39,0,2/1,Sunrisers Hyderabad,ALL ROUNDER
JASON HOLDER,2018,10,31.3,286,5,9.08,57.2,37.8,0,2/25,Sunrisers Hyderabad,ALL ROUNDER
JASON HOLDER,2019,13,48,354,14,7.38,25.3,20.6,0,2/15,Sunrisers Hyderabad,ALL ROUNDER
JASON HOLDER,2020,20,71,535,26,7.54,20.6,16.4,0,3/25,Sunrisers Hyderabad,ALL ROUNDER
VIJAY SHANKAR,2014,1,1,19,0,19,NA,NA,0,0/19,Sunrisers Hyderabad,ALL ROUNDER
VIJAY SHANKAR,2018,4,5,58,1,11.6,58,30,0,1/22,Sunrisers Hyderabad,ALL ROUNDER
VIJAY SHANKAR,2019,5,8,70,1,8.75,70,48,0,1/11,Sunrisers Hyderabad,ALL ROUNDER
VIJAY SHANKAR,2020,5,13.1,82,4,6.23,20.5,19.8,0,1/11,Sunrisers Hyderabad,ALL ROUNDER
VIJAY SHANKAR,2021,1,2.1,9,0,4.15,NA,NA,0,0/9,Sunrisers Hyderabad,ALL ROUNDER
ABHISHEK SHARMA,2019,2,2,21,1,10.5,21,12,0,1/10,Sunrisers Hyderabad,ALL ROUNDER
ABHISHEK SHARMA,2020,6,10,91,2,9.1,45.5,30,0,1/15,Sunrisers Hyderabad,ALL ROUNDER
PAT CUMMINS,2011,5,19,136,7,7.16,19.4,16.3,0,4/1, Kolkata Knight Ride,BOWLER
PAT CUMMINS,2012,6,24,187,6,7.79,31.2,24,0,2/13, Kolkata Knight Ride,BOWLER
PAT CUMMINS,2014,11,38.4,354,10,9.16,35.4,23.2,0,2/6, Kolkata Knight Ride,BOWLER
PAT CUMMINS,2015,5,18,162,2,9,81,54,0,1/26, Kolkata Knight Ride,BOWLER
PAT CUMMINS,2016,3,11,110,3,10,36.7,22,0,2/1, Kolkata Knight Ride,BOWLER
PAT CUMMINS,2017,15,58.1,475,19,8.17,25,18.4,0,2/20, Kolkata Knight Ride,BOWLER
PAT CUMMINS,2019,1,4,28,2,7,14,12,0,2/28, Kolkata Knight Ride,BOWLER
PAT CUMMINS,2020,14,52,409,12,7.87,34.1,26,0,4/1, Kolkata Knight Ride,BOWLER
LOCKIE FERGUSON,2017,6,21,164,5,7.81,32.8,25.2,0,2/7, Kolkata Knight Ride,BOWLER
LOCKIE FERGUSON,2018,12,44,285,16,6.48,17.8,16.5,0,4/26, Kolkata Knight Ride,BOWLER
LOCKIE FERGUSON,2019,5,17,183,2,10.76,91.5,51,0,1/1, Kolkata Knight Ride,BOWLER
LOCKIE FERGUSON,2020,5,19.5,148,6,7.46,24.7,19.8,0,3/15, Kolkata Knight Ride,BOWLER
SHIVAM PANKAJ MAVI,2018,9,28,270,5,9.64,54,33.6,0,1/14, Kolkata Knight Ride,BOWLER
SHIVAM PANKAJ MAVI,2020,8,26,212,9,8.15,23.6,17.3,0,2/15, Kolkata Knight Ride,BOWLER
SANDEEP WARRIER,2019,3,12,85,2,7.08,42.5,36,0,2/1, Kolkata Knight Ride,BOWLER
SANDEEP WARRIER,2020,1,3,34,0,11.33,NA,NA,0,0/34, Kolkata Knight Ride,BOWLER
SANDEEP WARRIER,2021,5,18,139,5,7.72,27.8,21.6,0,2/22, Kolkata Knight Ride,BOWLER
KULDEEP YADAV,2014,5,20,150,6,7.5,25,20,0,3/24, Kolkata Knight Ride,BOWLER
KULDEEP YADAV,2016,3,12,100,6,8.33,16.7,12,0,3/1, Kolkata Knight Ride,BOWLER
KULDEEP YADAV,2017,11,41,340,12,8.29,28.3,20.5,0,2/25, Kolkata Knight Ride,BOWLER
KULDEEP YADAV,2018,16,51.2,418,17,8.14,24.6,18.1,0,4/20, Kolkata Knight Ride,BOWLER
KULDEEP YADAV,2019,9,33,286,4,8.67,71.5,49.5,0,2/1, Kolkata Knight Ride,BOWLER
KULDEEP YADAV,2020,4,12,92,1,7.67,92,72,0,1/20, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2008,3,10,82,5,8.2,16.4,12,0,3/1, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2009,13,44,256,12,5.82,21.3,22,0,4/17, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2010,18,68,495,20,7.28,24.8,20.4,0,3/31, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2011,20,71,483,21,6.8,23,20.3,1,5/18, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2012,19,64,459,8,7.17,57.4,48,0,2/13, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2013,24,89,595,30,6.69,19.8,17.8,0,4/1, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2014,17,67,429,16,6.4,26.8,25.1,0,2/13, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2015,15,57,446,18,7.82,24.8,19,0,3/27, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2016,14,49,392,9,8,43.6,32.7,0,2/1, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2017,11,41,266,8,6.49,33.2,30.8,0,3/22, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2018,12,31.5,270,7,8.48,38.6,27.3,0,2/22, Kolkata Knight Ride,BOWLER
HARBHAJAN SINGH,2019,11,44,312,16,7.09,19.5,16.5,0,3/20, Kolkata Knight Ride,BOWLER
ANDRE RUSSELL,2012,11,38.5,367,10,9.45,36.7,23.3,0,4/1, Kolkata Knight Ride,ALL ROUNDER
ANDRE RUSSELL,2013,20,53.5,473,13,8.79,36.4,24.8,0,2/26, Kolkata Knight Ride,ALL ROUNDER
ANDRE RUSSELL,2014,20,58,472,17,8.14,27.8,20.5,0,2/16, Kolkata Knight Ride,ALL ROUNDER
ANDRE RUSSELL,2015,30,97.3,747,35,7.66,21.3,16.7,0,3/13, Kolkata Knight Ride,ALL ROUNDER
ANDRE RUSSELL,2016,48,164.2,1291,66,7.86,19.6,14.9,0,4/20, Kolkata Knight Ride,ALL ROUNDER
ANDRE RUSSELL,2017,2,5,48,0,9.6,NA,NA,0,0/10, Kolkata Knight Ride,ALL ROUNDER
ANDRE RUSSELL,2018,36,107.4,963,41,8.94,23.5,15.8,0,3/17, Kolkata Knight Ride,ALL ROUNDER
ANDRE RUSSELL,2019,44,133,1156,47,8.69,24.6,17,0,4/29, Kolkata Knight Ride,ALL ROUNDER
ANDRE RUSSELL,2020,21,59,536,20,9.08,26.8,17.7,0,3/18, Kolkata Knight Ride,ALL ROUNDER
NITISH RANA,2016,1,1,3,0,3,NA,NA,0,0/3, Kolkata Knight Ride,ALL ROUNDER
NITISH RANA,2018,5,6.1,44,4,7.14,11,9.2,0,2/11, Kolkata Knight Ride,ALL ROUNDER
NITISH RANA,2019,6,8,72,3,9,24,16,0,1/8, Kolkata Knight Ride,ALL ROUNDER
NITISH RANA,2020,2,2,23,0,11.5,NA,NA,0,0/7, Kolkata Knight Ride,ALL ROUNDER
NITISH RANA,2021,2,3.1,23,1,7.26,23,19,0,1/12, Kolkata Knight Ride,ALL ROUNDER
SUNIL NARINE,2011,6,24,105,10,4.38,10.5,14.4,0,3/8, Kolkata Knight Ride,ALL ROUNDER
SUNIL NARINE,2012,24,91.5,522,31,5.68,16.8,17.8,1,5/19, Kolkata Knight Ride,ALL ROUNDER
SUNIL NARINE,2013,30,119.5,638,41,5.32,15.6,17.5,0,4/9, Kolkata Knight Ride,ALL ROUNDER
SUNIL NARINE,2014,29,116,657,42,5.66,15.6,16.6,0,4/20, Kolkata Knight Ride,ALL ROUNDER
SUNIL NARINE,2015,22,86.2,517,25,5.99,20.7,20.7,0,4/19, Kolkata Knight Ride,ALL ROUNDER
SUNIL NARINE,2016,25,97.4,617,29,6.32,21.3,20.2,0,3/26, Kolkata Knight Ride,ALL ROUNDER
SUNIL NARINE,2017,54,211.1,1316,52,6.23,25.3,24.4,0,3/10, Kolkata Knight Ride,ALL ROUNDER
SUNIL NARINE,2018,43,165.3,1128,37,6.82,30.5,26.8,0,3/18, Kolkata Knight Ride,ALL ROUNDER
SUNIL NARINE,2019,37,135.5,951,35,7,27.2,23.3,0,4/15, Kolkata Knight Ride,ALL ROUNDER
SUNIL NARINE,2020,15,58,393,11,6.78,35.7,31.6,0,2/19, Kolkata Knight Ride,ALL ROUNDER
SHAKIB AL HASAN,2011,12,41.3,282,12,6.8,23.5,20.8,0,3/28, Kolkata Knight Ride,ALL ROUNDER
SHAKIB AL HASAN,2012,20,76,528,27,6.95,19.6,16.9,0,3/17, Kolkata Knight Ride,ALL ROUNDER
SHAKIB AL HASAN,2013,30,108.5,675,34,6.2,19.9,19.2,1,6/6, Kolkata Knight Ride,ALL ROUNDER
SHAKIB AL HASAN,2014,15,55,365,13,6.64,28.1,25.4,0,2/21, Kolkata Knight Ride,ALL ROUNDER
SHAKIB AL HASAN,2015,19,71,482,29,6.79,16.6,14.7,0,4/13, Kolkata Knight Ride,ALL ROUNDER
SHAKIB AL HASAN,2016,41,136,988,33,7.26,29.9,24.7,0,3/23, Kolkata Knight Ride,ALL ROUNDER
SHAKIB AL HASAN,2017,21,68.5,465,29,6.76,16,14.2,1,5/16, Kolkata Knight Ride,ALL ROUNDER
SHAKIB AL HASAN,2018,17,57,456,14,8,32.6,24.4,0,2/18, Kolkata Knight Ride,ALL ROUNDER
SHAKIB AL HASAN,2019,24,86,645,28,7.5,23,18.4,0,4/16, Kolkata Knight Ride,ALL ROUNDER
SHAKIB AL HASAN,2020,9,34,204,6,6,34,34,0,2/1, Kolkata Knight Ride,ALL ROUNDER
BEN CUTTING,2012,5,15,90,6,6,15,15,0,2/12, Kolkata Knight Ride,ALL ROUNDER
BEN CUTTING,2013,10,34.4,297,14,8.57,21.2,14.9,0,3/24, Kolkata Knight Ride,ALL ROUNDER
BEN CUTTING,2014,7,20,169,4,8.45,42.2,30,0,2/1, Kolkata Knight Ride,ALL ROUNDER
BEN CUTTING,2015,10,27,214,3,7.93,71.3,54,0,1/19, Kolkata Knight Ride,ALL ROUNDER
BEN CUTTING,2016,11,36.5,327,12,8.88,27.2,18.4,0,2/20, Kolkata Knight Ride,ALL ROUNDER
BEN CUTTING,2017,12,35.3,371,7,10.45,53,30.4,0,2/1, Kolkata Knight Ride,ALL ROUNDER
BEN CUTTING,2018,25,76.1,692,20,9.09,34.6,22.8,0,2/18, Kolkata Knight Ride,ALL ROUNDER
BEN CUTTING,2019,19,56.2,515,19,9.14,27.1,17.8,0,2/10, Kolkata Knight Ride,ALL ROUNDER
BEN CUTTING,2020,19,46.2,416,18,8.98,23.1,15.4,0,3/31, Kolkata Knight Ride,ALL ROUNDER
BEN CUTTING,2021,13,28.5,261,4,9.05,65.2,43.2,0,1/17, Kolkata Knight Ride,ALL ROUNDER
PAWAN NEGI,2012,9,31,203,8,6.55,25.4,23.2,0,4/18, Kolkata Knight Ride,ALL ROUNDER
PAWAN NEGI,2013,1,4,28,0,7,NA,NA,0,0/28, Kolkata Knight Ride,ALL ROUNDER
PAWAN NEGI,2014,4,15,125,7,8.33,17.9,12.9,1,5/22, Kolkata Knight Ride,ALL ROUNDER
PAWAN NEGI,2015,10,30,252,6,8.4,42,30,0,2/25, Kolkata Knight Ride,ALL ROUNDER
PAWAN NEGI,2016,5,9,84,1,9.33,84,54,0,1/19, Kolkata Knight Ride,ALL ROUNDER
PAWAN NEGI,2017,12,32.1,197,16,6.12,12.3,12.1,0,3/10, Kolkata Knight Ride,ALL ROUNDER
PAWAN NEGI,2018,2,4,49,1,12.25,49,24,0,1/1, Kolkata Knight Ride,ALL ROUNDER
PAWAN NEGI,2019,4,11.1,102,3,9.13,34,22.3,0,2/21, Kolkata Knight Ride,ALL ROUNDER
PAWAN NEGI,2021,3,9,98,0,10.89,NA,NA,0,0/26, Kolkata Knight Ride,ALL ROUNDER
DEEPAK CHAHAR,2016,2,5,41,0,8.2,NA,NA,0,0/13,Chennai Super Kings,BOWLER
DEEPAK CHAHAR,2017,3,7,74,1,10.57,74,42,0,1/1,Chennai Super Kings,BOWLER
DEEPAK CHAHAR,2018,12,38.1,278,10,7.28,27.8,22.9,0,3/15,Chennai Super Kings,BOWLER
DEEPAK CHAHAR,2019,17,64.3,482,22,7.47,21.9,17.6,0,3/20,Chennai Super Kings,BOWLER
DEEPAK CHAHAR,2020,14,52,396,12,7.62,33,26,0,2/18,Chennai Super Kings,BOWLER
DEEPAK CHAHAR,2021,2,8,76,0,9.5,NA,NA,0,0/36,Chennai Super Kings,BOWLER
SHARDUL THAKUR,2015,1,3,38,1,12.67,38,18,0,1/1,Chennai Super Kings,BOWLER
SHARDUL THAKUR,2017,12,38.1,315,11,8.25,28.6,20.8,0,3/19,Chennai Super Kings,BOWLER
SHARDUL THAKUR,2018,13,46.4,431,16,9.24,26.9,17.5,0,2/18,Chennai Super Kings,BOWLER
SHARDUL THAKUR,2019,9,30,281,8,9.37,35.1,22.5,0,2/18,Chennai Super Kings,BOWLER
SHARDUL THAKUR,2020,9,32.2,275,10,8.51,27.5,19.4,0,2/28,Chennai Super Kings,BOWLER
LUNGI NGIDI,2018,7,26,156,11,6,14.2,14.2,0,4/10,Chennai Super Kings,BOWLER
LUNGI NGIDI,2019,6,20,164,9,8.2,18.2,13.3,0,2/2,Chennai Super Kings,BOWLER
LUNGI NGIDI,2020,4,16,167,9,10.44,18.6,10.7,0,3/1,Chennai Super Kings,BOWLER
JOSH HAZLEWOOD,2011,2,8,53,2,6.62,26.5,24,0,2/24,Chennai Super Kings,BOWLER
JOSH HAZLEWOOD,2012,7,26,132,8,5.08,16.5,19.5,0,3/22,Chennai Super Kings,BOWLER
JOSH HAZLEWOOD,2013,4,16,139,8,8.69,17.4,12,0,3/20,Chennai Super Kings,BOWLER
JOSH HAZLEWOOD,2014,7,27,213,10,7.89,21.3,16.2,0,3/16,Chennai Super Kings,BOWLER
JOSH HAZLEWOOD,2020,8,28,176,6,6.29,29.3,28,0,2/14,Chennai Super Kings,BOWLER
KM ASIF,2018,2,6,75,3,12.5,25,12,0,2/1,Chennai Super Kings,BOWLER
KM ASIF,2021,4,18,157,7,8.72,22.4,15.4,0,3/25,Chennai Super Kings,BOWLER
KARN SHARMA,2013,16,41.1,279,12,6.78,23.2,20.6,0,2/19,Chennai Super Kings,BOWLER
KARN SHARMA,2014,14,50.4,376,15,7.42,25.1,20.3,0,4/1,Chennai Super Kings,BOWLER
KARN SHARMA,2015,14,39.5,332,10,8.33,33.2,23.9,0,2/12,Chennai Super Kings,BOWLER
KARN SHARMA,2016,5,16.2,171,0,10.47,NA,NA,0,0/24,Chennai Super Kings,BOWLER
KARN SHARMA,2017,9,30.4,214,13,6.98,16.5,14.2,0,4/16,Chennai Super Kings,BOWLER
KARN SHARMA,2018,5,9.3,89,4,9.37,22.2,14.2,0,2/13,Chennai Super Kings,BOWLER
KARN SHARMA,2019,1,2.5,33,1,11.65,33,17,0,1/1,Chennai Super Kings,BOWLER
KARN SHARMA,2020,5,19,165,5,8.68,33,22.8,0,2/25,Chennai Super Kings,BOWLER
MITCHELL SANTNER ,2014,1,2,24,1,12,24,12,0,1/24,Chennai Super Kings,BOWLER
MITCHELL SANTNER ,2016,1,4,29,2,7.25,14.5,12,0,2/1,Chennai Super Kings,BOWLER
MITCHELL SANTNER ,2017,13,51,339,13,6.65,26.1,23.5,0,3/16,Chennai Super Kings,BOWLER
MITCHELL SANTNER ,2018,3,11,69,3,6.27,23,22,0,2/25,Chennai Super Kings,BOWLER
MITCHELL SANTNER ,2019,8,28,197,10,7.04,19.7,16.8,0,2/13,Chennai Super Kings,BOWLER
MITCHELL SANTNER ,2020,10,31.4,191,8,6.03,23.9,23.8,0,2/10,Chennai Super Kings,BOWLER
MITCHELL SANTNER ,2021,5,18,164,2,9.11,82,54,0,1/17,Chennai Super Kings,BOWLER
IMRAN TAHIR,2013,2,8,51,3,6.38,17,16,0,2/28,Chennai Super Kings,BOWLER
IMRAN TAHIR,2014,6,20.5,171,9,8.21,19,13.9,0,3/22,Chennai Super Kings,BOWLER
IMRAN TAHIR,2015,10,35.3,314,15,8.85,20.9,14.2,0,4/28,Chennai Super Kings,BOWLER
IMRAN TAHIR,2016,10,39,298,11,7.64,27.1,21.3,0,3/13,Chennai Super Kings,BOWLER
IMRAN TAHIR,2017,26,103,785,35,7.62,22.4,17.7,0,4/17,Chennai Super Kings,BOWLER
IMRAN TAHIR,2018,40,153.4,1049,54,6.83,19.4,17.1,0,4/14,Chennai Super Kings,BOWLER
IMRAN TAHIR,2019,50,188.1,1253,78,6.66,16.1,14.5,0,4/12,Chennai Super Kings,BOWLER
IMRAN TAHIR,2020,23,84,553,27,6.58,20.5,18.7,0,3/12,Chennai Super Kings,BOWLER
IMRAN TAHIR,2021,1,4,29,2,7.25,14.5,12,0,2/1,Chennai Super Kings,BOWLER
SAM CURRAN,2015,7,20,163,7,8.15,23.3,17.1,0,3/17,Chennai Super Kings,ALL ROUNDER
SAM CURRAN,2016,14,39,308,11,7.9,28,21.3,0,2/23,Chennai Super Kings,ALL ROUNDER
SAM CURRAN,2017,17,60,538,17,8.97,31.6,21.2,0,4/13,Chennai Super Kings,ALL ROUNDER
SAM CURRAN,2018,8,25,181,7,7.24,25.9,21.4,0,2/20,Chennai Super Kings,ALL ROUNDER
SAM CURRAN,2019,17,57.3,559,15,9.72,37.3,23,0,4/11,Chennai Super Kings,ALL ROUNDER
SAM CURRAN,2020,13,42,344,13,8.19,26.5,19.4,0,3/19,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2008,9,28.3,232,11,8.14,21.1,15.5,0,3/24,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2009,17,55.1,449,23,8.14,19.5,14.4,0,4/23,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2010,13,37.1,315,8,8.48,39.4,27.9,0,2/11,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2011,12,39,313,12,8.03,26.1,19.5,0,2/21,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2012,29,95.4,802,25,8.38,32.1,23,0,3/17,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2013,31,105.4,826,49,7.82,16.9,12.9,0,4/1,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2014,20,64.4,537,15,8.3,35.8,25.9,0,3/1,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2015,32,109.5,836,56,7.61,14.9,11.8,1,5/23,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2016,61,219.1,1817,75,8.29,24.2,17.5,0,4/13,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2017,23,79.5,686,36,8.59,19.1,13.3,1,5/28,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2018,54,194.1,1815,62,9.35,29.3,18.8,0,3/11,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2019,34,120.2,979,36,8.14,27.2,20.1,0,4/1,Chennai Super Kings,ALL ROUNDER
DWAYNE BRAVO,2020,15,53,420,15,7.92,28,21.2,0,3/1,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2008,2,2.1,21,0,9.69,NA,NA,0,1/1000,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2009,10,23.2,151,6,6.47,25.2,23.3,0,3/15,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2011,14,42,305,8,7.26,38.1,31.5,0,2/25,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2012,18,47,384,15,8.17,25.6,18.8,1,5/16,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2013,20,56.1,461,16,8.21,28.8,21.1,0,3/20,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2014,21,68.4,564,22,8.21,25.6,18.7,0,4/12,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2015,15,42.4,330,11,7.73,30,23.3,0,4/11,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2016,14,40.1,311,8,7.74,38.9,30.1,0,2/18,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2017,12,38,349,5,9.18,69.8,45.6,0,2/28,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2018,14,41,303,11,7.39,27.5,22.4,0,3/18,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2019,16,54,343,15,6.35,22.9,21.6,0,3/9,Chennai Super Kings,ALL ROUNDER
RAVINDRA JADEJA,2020,13,36.2,318,6,8.75,53,36.3,0,2/1,Chennai Super Kings,ALL ROUNDER
MOEEN ALI,2013,13,35.3,263,12,7.41,21.9,17.8,1,5/1,Chennai Super Kings,ALL ROUNDER
MOEEN ALI,2014,4,16,112,4,7,28,24,0,2/23,Chennai Super Kings,ALL ROUNDER
MOEEN ALI,2015,7,24,182,5,7.58,36.4,28.8,0,3/28,Chennai Super Kings,ALL ROUNDER
MOEEN ALI,2016,2,8,60,3,7.5,20,16,0,2/1,Chennai Super Kings,ALL ROUNDER
MOEEN ALI,2018,14,44.1,362,14,8.2,25.9,18.9,0,3/30,Chennai Super Kings,ALL ROUNDER
MOEEN ALI,2019,18,54,373,18,6.91,20.7,18,0,4/18,Chennai Super Kings,ALL ROUNDER
MOEEN ALI,2020,9,16,152,6,9.5,25.3,16,0,2/13,Chennai Super Kings,ALL ROUNDER
KRISHNAPPA GOWTHAM,2018,15,40,312,11,7.8,28.4,21.8,0,2/12,Chennai Super Kings,ALL ROUNDER
KRISHNAPPA GOWTHAM,2019,7,20,166,1,8.3,166,120,0,1/1,Chennai Super Kings,ALL ROUNDER
KRISHNAPPA GOWTHAM,2020,2,8,84,1,10.5,84,48,0,1/1,Chennai Super Kings,ALL ROUNDER
